user_id,age,gender,country,post_id,post_type,post_category,likes,comments,shares,watch_time_sec,impression_count,posted_at,follower_count,is_verified,device_type,sentiment,hashtags,engagement_rate,hashtag_count,Engagement_Score,Hashtag_counts,hour,watch_time_hours,day_name
20258,49,Male,USA,622471,Image,Lifestyle,9765,1417,972,3336,34382,2023-04-02,308728,False,Desktop,Neutral,#love,0.353498924,1,12154,1,0,0.9266666666666666,Sunday
67775,33,Other,Brazil,636761,Text,Food,7302,189,1751,1490,99512,2022-11-13,194252,False,Desktop,Positive,#fun #love,0.092873221,2,9242,2,0,0.41388888888888886,Sunday
91580,27,Other,USA,837605,Image,Fitness,16844,2123,1420,1418,87143,2022-04-29,213895,False,Desktop,Positive,#travel #reels #fashion,0.233948797,3,20387,3,0,0.3938888888888889,Friday
15469,29,Other,Japan,330582,Text,Fashion,16294,2418,303,7599,50982,2022-07-21,202993,False,Mobile,Neutral,#foodie #fashion #fun,0.372974775,3,19015,3,0,2.1108333333333333,Thursday
38854,62,Male,Germany,948268,Reel,Food,2302,898,1132,1458,68821,2022-02-22,369282,False,Desktop,Positive,#fitness #love,0.062945903,2,4332,2,0,0.405,Tuesday
43937,31,Male,Australia,423022,Reel,Fitness,361,505,860,5656,35792,2022-09-01,114557,False,Tablet,Positive,#lifestyle,0.048223067,1,1726,1,0,1.5711111111111111,Thursday
60288,57,Other,France,312875,Video,Food,17171,182,1855,7342,58634,2023-07-06,91181,False,Mobile,Positive,#fitness #love #fun,0.3275915,3,19208,3,0,2.0394444444444444,Thursday
94730,30,Male,France,927946,Reel,Tech,16592,153,807,2567,22523,2022-10-07,275379,False,Desktop,Negative,#fashion #foodie,0.779292279,2,17552,2,0,0.7130555555555556,Friday
35051,26,Male,Germany,196988,Video,Tech,8458,1292,1413,1337,27107,2022-04-02,206434,False,Tablet,Positive,#fitness #reels #fun,0.411812447,3,11163,3,0,0.3713888888888889,Saturday
37386,48,Other,Brazil,367280,Reel,Fashion,5092,2950,119,3692,48221,2022-02-07,758625,False,Desktop,Positive,#fun,0.169241617,1,8161,1,0,1.0255555555555556,Monday
85054,48,Male,Japan,198115,Text,Music,16937,1953,1863,5248,93106,2023-02-17,535144,False,Tablet,Neutral,#love #foodie,0.222896484,2,20753,2,0,1.4577777777777778,Friday
26184,32,Other,India,131516,Image,Lifestyle,8025,1046,1633,4609,96482,2022-08-31,673665,False,Mobile,Negative,#love,0.110942974,1,10704,1,0,1.2802777777777778,Wednesday
43787,64,Male,France,439126,Reel,Tech,13817,2573,1233,3081,50361,2022-12-30,648308,False,Mobile,Positive,#tech,0.34993348,1,17623,1,0,0.8558333333333333,Friday
31621,31,Female,India,557094,Text,Music,9779,605,426,346,79545,2023-10-10,279204,False,Mobile,Positive,#fashion #fun,0.135897919,2,10810,2,0,0.0961111111111111,Tuesday
85564,57,Other,Germany,145099,Reel,Tech,4516,1366,1567,116,27792,2022-03-05,495777,True,Mobile,Positive,#love,0.26802677,1,7449,1,0,0.03222222222222222,Saturday
87984,56,Female,India,976492,Image,Lifestyle,6451,2926,944,2458,47149,2022-07-20,529104,False,Mobile,Negative,#reels,0.218901779,1,10321,1,0,0.6827777777777778,Wednesday
69792,19,Other,UAE,637476,Reel,Travel,14530,2386,329,1420,82642,2022-11-03,486556,False,Desktop,Neutral,#fun #fashion,0.208671136,2,17245,2,0,0.39444444444444443,Thursday
55253,56,Male,Germany,861733,Reel,Tech,9310,1958,1249,1854,18821,2022-06-24,532555,False,Mobile,Positive,#fun #foodie #tech,0.665054992,3,12517,3,0,0.515,Friday
44051,16,Female,India,735361,Image,Fitness,1513,1064,1750,3082,75758,2023-11-20,166938,True,Desktop,Neutral,#love #music #foodie,0.05711608,3,4327,3,0,0.8561111111111112,Monday
59811,46,Male,USA,937620,Reel,Education,13336,1699,634,5517,34126,2023-08-20,355791,False,Tablet,Negative,#fun #music,0.45915138,2,15669,2,0,1.5325,Sunday
93930,17,Other,UK,629848,Video,Food,6749,2454,1363,1999,73476,2023-11-25,335397,False,Mobile,Positive,#tech,0.143802058,1,10566,1,0,0.5552777777777778,Saturday
40254,22,Other,Canada,604373,Reel,Lifestyle,7005,137,563,7260,7389,2023-07-02,444159,False,Desktop,Neutral,#reels #tech #travel,1.042766274,3,7705,3,0,2.0166666666666666,Sunday
94045,44,Other,Germany,208763,Text,Lifestyle,18728,1122,179,7269,75796,2022-04-09,379954,False,Mobile,Positive,#fitness #love,0.264248773,2,20029,2,0,2.0191666666666666,Saturday
67418,54,Other,Australia,529613,Reel,Lifestyle,18355,2388,289,2145,60739,2022-08-14,302865,True,Tablet,Neutral,#lifestyle #foodie,0.34626846,2,21032,2,0,0.5958333333333333,Sunday
24472,53,Female,Canada,570409,Image,Fitness,4438,1339,186,4377,84043,2023-07-03,629367,False,Desktop,Positive,#tech,0.070951775,1,5963,1,0,1.2158333333333333,Monday
18329,51,Male,Germany,924514,Text,Fitness,12256,2272,1360,806,76072,2022-07-05,322312,True,Desktop,Positive,#tech #fun #fashion,0.208854769,3,15888,3,0,0.2238888888888889,Tuesday
44865,17,Female,Germany,315448,Text,Music,10176,2308,1131,7003,51778,2023-03-28,132967,False,Tablet,Neutral,#reels #tech,0.262949515,2,13615,2,0,1.9452777777777779,Tuesday
56850,22,Male,India,141430,Image,Music,16359,1102,1149,1691,63872,2023-07-15,602303,False,Mobile,Neutral,#tech #fashion,0.291363978,2,18610,2,0,0.4697222222222222,Saturday
64220,22,Other,Germany,543738,Video,Education,14412,696,772,2704,94615,2023-05-20,499775,False,Mobile,Neutral,#fitness #foodie,0.167838081,2,15880,2,0,0.7511111111111111,Saturday
16397,50,Male,France,664685,Video,Fashion,14287,810,1729,5540,90556,2022-04-04,679429,False,Mobile,Negative,#fashion #tech,0.185807677,2,16826,2,0,1.538888888888889,Monday
45525,39,Female,Brazil,307932,Image,Travel,17589,472,1832,3435,36540,2022-11-03,625400,False,Tablet,Positive,#fun #fitness,0.544417077,2,19893,2,0,0.9541666666666667,Thursday
33284,13,Female,UK,794820,Text,Education,2435,2064,1517,6651,9076,2022-03-14,220983,False,Tablet,Neutral,#tech #travel #fun,0.662847069,3,6016,3,0,1.8475,Monday
71330,40,Male,UAE,666274,Reel,Lifestyle,11166,343,181,3147,83507,2022-05-25,412528,False,Tablet,Positive,#fun #love #tech,0.139988264,3,11690,3,0,0.8741666666666666,Wednesday
93369,61,Other,France,406658,Text,Fitness,3098,939,1262,5442,21375,2023-10-26,396670,False,Mobile,Positive,#fashion,0.247906433,1,5299,1,0,1.5116666666666667,Thursday
35122,51,Other,France,311980,Reel,Education,3386,2741,1857,2499,94060,2022-02-25,195707,True,Tablet,Neutral,#lifestyle,0.08488199,1,7984,1,0,0.6941666666666667,Friday
80553,26,Male,USA,691296,Text,Food,5440,845,1371,686,54486,2023-11-26,745959,False,Desktop,Neutral,#travel,0.140513159,1,7656,1,0,0.19055555555555556,Sunday
91906,33,Female,Brazil,782315,Text,Travel,12735,1030,145,2670,80607,2023-09-26,573872,False,Tablet,Negative,#music #fun #reels,0.172565658,3,13910,3,0,0.7416666666666667,Tuesday
72812,42,Male,Canada,933799,Video,Travel,10008,2293,1067,5066,66085,2022-09-01,54212,False,Mobile,Neutral,#reels #foodie #fitness,0.202284936,3,13368,3,0,1.4072222222222222,Thursday
17999,33,Male,Australia,524018,Text,Fitness,6436,985,1894,929,80743,2022-07-23,441744,False,Desktop,Neutral,#fitness #lifestyle #love,0.115366038,3,9315,3,0,0.25805555555555554,Saturday
32436,61,Male,Germany,170408,Image,Music,18161,173,1839,4113,34295,2023-08-14,617302,False,Mobile,Negative,#reels #fun,0.588219857,2,20173,2,0,1.1425,Monday
52963,21,Other,UK,324155,Reel,Travel,7403,845,498,1314,64268,2022-01-16,660478,False,Mobile,Negative,#fun,0.136086388,1,8746,1,0,0.365,Sunday
12096,29,Male,Australia,929773,Reel,Fashion,10696,692,802,2833,68231,2022-05-06,177858,False,Mobile,Negative,#lifestyle,0.178657795,1,12190,1,0,0.7869444444444444,Friday
35279,17,Other,UAE,244763,Text,Fitness,2939,1008,1998,1773,51528,2023-08-22,744424,False,Desktop,Positive,#love,0.115374166,1,5945,1,0,0.4925,Tuesday
36201,43,Male,Australia,471930,Image,Travel,17222,2328,1902,2245,71401,2023-04-11,568792,False,Desktop,Positive,#fitness #fun #tech,0.300443971,3,21452,3,0,0.6236111111111111,Tuesday
29715,64,Other,USA,366897,Text,Travel,3138,1332,1318,1185,57687,2023-03-04,723960,False,Mobile,Negative,#tech #travel,0.100334564,2,5788,2,0,0.32916666666666666,Saturday
39309,52,Male,UK,626121,Text,Travel,16559,236,1794,2464,44368,2022-12-17,380864,False,Tablet,Negative,#love #fitness,0.418973134,2,18589,2,0,0.6844444444444444,Saturday
25078,50,Male,UK,859592,Video,Fitness,3162,2204,530,383,74773,2023-07-09,299136,False,Desktop,Positive,#reels #fitness #fashion,0.078851992,3,5896,3,0,0.1063888888888889,Sunday
66614,55,Female,USA,370789,Text,Music,2752,1274,1750,6343,79907,2022-03-20,330834,True,Mobile,Neutral,#reels #foodie #travel,0.07228403,3,5776,3,0,1.7619444444444445,Sunday
15105,38,Female,France,336192,Text,Food,10105,1244,210,5865,83046,2023-05-16,150443,True,Tablet,Neutral,#tech #fashion,0.172711509,2,11559,2,0,1.6291666666666667,Tuesday
12839,48,Male,USA,477572,Video,Tech,837,337,892,4990,75351,2023-01-14,521693,False,Mobile,Positive,#fun #fitness #lifestyle,0.027418349,3,2066,3,0,1.386111111111111,Saturday
78920,38,Male,France,458121,Video,Education,12043,1234,1425,3923,69328,2022-09-21,14067,False,Desktop,Positive,#fun #love #foodie,0.21206439,3,14702,3,0,1.0897222222222223,Wednesday
53619,45,Male,Canada,664312,Image,Lifestyle,15797,336,1254,1521,68685,2022-11-01,304867,False,Desktop,Neutral,#music,0.253141152,1,17387,1,0,0.4225,Tuesday
52821,25,Male,Japan,872428,Video,Education,14386,1157,1362,979,93533,2023-05-03,733009,False,Tablet,Positive,#travel,0.180738349,1,16905,1,0,0.27194444444444443,Wednesday
23493,26,Female,France,733141,Reel,Travel,2733,1867,4,7210,55398,2022-05-05,783744,False,Desktop,Negative,#fitness #reels,0.083107693,2,4604,2,0,2.0027777777777778,Thursday
27069,45,Other,Australia,311670,Reel,Education,12002,2818,310,4177,93518,2023-09-10,213992,False,Mobile,Positive,#lifestyle #travel,0.161787036,2,15130,2,0,1.1602777777777777,Sunday
17531,41,Male,France,240707,Image,Tech,14601,494,1804,3610,89604,2023-10-08,574925,False,Mobile,Positive,#love,0.188596491,1,16899,1,0,1.0027777777777778,Sunday
47051,55,Female,Japan,775424,Text,Tech,5206,546,161,7471,39966,2022-03-22,397831,False,Tablet,Neutral,#lifestyle #fun #love,0.147950758,3,5913,3,0,2.075277777777778,Tuesday
17736,61,Male,UAE,634228,Image,Travel,2653,160,215,5700,48478,2023-09-13,493108,False,Tablet,Negative,#fashion #tech,0.062461323,2,3028,2,0,1.5833333333333333,Wednesday
17710,48,Male,Germany,921601,Video,Travel,19733,2036,785,3270,62619,2022-06-24,603099,False,Tablet,Neutral,#travel #tech #love,0.360178221,3,22554,3,0,0.9083333333333333,Friday
77155,56,Other,USA,440791,Text,Lifestyle,3310,2652,835,7573,24736,2023-11-07,417587,False,Tablet,Positive,#music,0.274781695,1,6797,1,0,2.1036111111111113,Tuesday
23975,22,Male,Germany,340739,Image,Music,4680,2434,1635,1953,94386,2022-05-05,321735,False,Mobile,Negative,#fashion #reels,0.092693832,2,8749,2,0,0.5425,Thursday
55603,18,Other,Canada,287401,Reel,Food,5191,1507,1194,1484,98087,2023-01-02,259850,False,Mobile,Neutral,#music #fun,0.080459184,2,7892,2,0,0.4122222222222222,Monday
33252,13,Other,Brazil,544374,Image,Tech,16757,1525,1984,883,93990,2023-06-19,554961,False,Mobile,Neutral,#love,0.215618683,1,20266,1,0,0.2452777777777778,Monday
90797,19,Other,Australia,785099,Text,Food,10105,987,251,2527,20090,2023-02-19,158749,False,Tablet,Negative,#fashion,0.294325535,1,11343,1,0,0.7019444444444445,Sunday
47481,40,Female,Brazil,707970,Video,Fashion,1261,2281,227,6671,15748,2022-09-09,701039,False,Desktop,Positive,#love #lifestyle,0.239331979,2,3769,2,0,1.8530555555555555,Friday
19557,28,Female,Brazil,133677,Image,Food,7633,2023,1957,5757,70252,2023-08-31,261968,False,Tablet,Neutral,#love #music #fashion,0.165304902,3,11613,3,0,1.5991666666666666,Thursday
10162,38,Other,Australia,909454,Reel,Fitness,5532,1868,1660,2086,65888,2023-07-23,347478,False,Desktop,Positive,#reels #tech #lifestyle,0.137506071,3,9060,3,0,0.5794444444444444,Sunday
44742,64,Other,Australia,258337,Reel,Music,2884,1601,1301,7366,98118,2022-08-22,477301,False,Tablet,Negative,#fitness,0.058969812,1,5786,1,0,2.046111111111111,Monday
29675,32,Female,Brazil,624818,Reel,Education,10809,1299,284,2155,73688,2022-12-24,41234,False,Desktop,Negative,#travel,0.168168494,1,12392,1,0,0.5986111111111111,Saturday
83997,50,Male,USA,371695,Reel,Travel,5623,710,1533,6411,85186,2022-11-22,656256,False,Mobile,Neutral,#tech,0.092339117,1,7866,1,0,1.7808333333333333,Tuesday
27015,37,Male,France,390538,Video,Music,11460,2506,648,6099,42774,2022-03-06,64851,False,Tablet,Neutral,#reels,0.341656146,1,14614,1,0,1.6941666666666666,Sunday
60057,40,Male,France,667275,Text,Fashion,10234,1476,365,1376,99099,2022-10-20,211240,False,Tablet,Neutral,#tech #reels,0.121847849,2,12075,2,0,0.38222222222222224,Thursday
42591,17,Female,Japan,954528,Video,Tech,18503,2460,1643,4406,59537,2022-11-20,709997,True,Desktop,Negative,#foodie #reels,0.379696659,2,22606,2,0,1.2238888888888888,Sunday
19833,33,Male,India,446241,Reel,Food,16874,1041,1091,3461,87943,2022-11-27,364567,False,Desktop,Negative,#reels,0.216117258,1,19006,1,0,0.9613888888888888,Sunday
17896,30,Male,UK,432783,Video,Fashion,14137,71,1127,4135,43632,2023-06-13,53589,False,Desktop,Neutral,#music #reels,0.35146223,2,15335,2,0,1.148611111111111,Tuesday
42972,59,Male,Canada,576673,Image,Education,3045,2425,1424,4876,7965,2022-05-15,286225,False,Desktop,Positive,#reels #foodie,0.865536723,2,6894,2,0,1.3544444444444443,Sunday
59733,18,Other,USA,863129,Text,Fitness,382,2046,1269,580,50757,2023-02-23,354567,False,Desktop,Neutral,#tech #foodie #fashion,0.072837244,3,3697,3,0,0.16111111111111112,Thursday
51800,41,Female,France,102781,Image,Music,17188,2729,1700,6295,44728,2022-05-10,138033,False,Tablet,Negative,#fitness,0.483299052,1,21617,1,0,1.7486111111111111,Tuesday
15347,31,Other,UAE,117330,Video,Food,5585,2881,191,1993,12805,2023-07-03,173665,False,Desktop,Positive,#tech #lifestyle,0.676064037,2,8657,2,0,0.5536111111111112,Monday
69063,45,Other,UK,367401,Image,Lifestyle,9369,1378,1730,6330,46157,2023-07-23,121486,False,Mobile,Neutral,#music #love #fitness,0.270316528,3,12477,3,0,1.7583333333333333,Sunday
12643,13,Female,UK,682930,Video,Tech,2217,1817,643,4525,31886,2022-12-23,771068,False,Desktop,Negative,#travel #music #tech,0.146678793,3,4677,3,0,1.2569444444444444,Friday
50785,57,Other,UK,809609,Video,Tech,9487,2198,1319,6135,64483,2023-06-06,356278,False,Tablet,Positive,#foodie #fitness,0.201665555,2,13004,2,0,1.7041666666666666,Tuesday
28681,15,Male,Brazil,413807,Text,Food,12718,1103,1167,3935,65279,2023-04-05,574706,False,Mobile,Positive,#foodie #fashion,0.229599105,2,14988,2,0,1.0930555555555554,Wednesday
60026,54,Male,Japan,659244,Text,Music,15115,719,906,456,37522,2023-08-16,742436,False,Tablet,Positive,#love,0.446138266,1,16740,1,0,0.12666666666666668,Wednesday
25892,33,Male,UAE,335439,Text,Fitness,18798,2015,730,2800,78854,2023-08-25,517784,False,Desktop,Negative,#foodie #fun #fashion,0.273201106,3,21543,3,0,0.7777777777777778,Friday
57299,47,Male,India,902047,Reel,Music,650,1931,25,5346,44337,2023-09-24,644579,False,Tablet,Negative,#foodie #fashion #tech,0.058777094,3,2606,3,0,1.485,Sunday
27073,53,Female,UAE,887313,Text,Travel,8169,2177,1274,1451,89909,2023-09-06,223355,False,Tablet,Positive,#foodie,0.129241789,1,11620,1,0,0.40305555555555556,Wednesday
40682,52,Other,UAE,495063,Image,Travel,16312,1194,1630,203,50550,2023-05-10,154747,False,Desktop,Positive,#reels #lifestyle,0.378555885,2,19136,2,0,0.05638888888888889,Wednesday
24289,15,Other,USA,860263,Text,Tech,10943,405,1889,2826,29892,2023-06-23,78498,True,Tablet,Neutral,#love #travel #fashion,0.442827512,3,13237,3,0,0.785,Friday
17927,37,Male,Japan,745553,Text,Education,3198,1945,711,4213,77078,2022-09-18,117449,False,Tablet,Neutral,#lifestyle,0.075949039,1,5854,1,0,1.1702777777777778,Sunday
58330,57,Male,Germany,449790,Text,Education,17325,1056,614,1852,81143,2023-07-27,75064,False,Tablet,Neutral,#fashion #tech,0.234092898,2,18995,2,0,0.5144444444444445,Thursday
76707,50,Other,Japan,227148,Video,Fitness,8732,535,192,5923,63971,2022-05-16,322695,True,Mobile,Negative,#travel,0.147863876,1,9459,1,0,1.6452777777777778,Monday
87454,57,Female,Germany,399480,Video,Tech,5805,2244,1012,3465,76092,2023-09-01,163947,False,Tablet,Negative,#love #fashion #travel,0.1107738,3,9061,3,0,0.9625,Friday
75428,32,Other,India,706138,Text,Travel,18913,2964,1025,4045,60297,2023-10-23,730822,False,Desktop,Neutral,#foodie #music #fun,0.379819892,3,22902,3,0,1.1236111111111111,Monday
60601,64,Male,USA,719942,Video,Tech,1202,1069,1782,6365,11999,2022-08-15,716242,False,Desktop,Negative,#fun,0.337778148,1,4053,1,0,1.7680555555555555,Monday
87465,56,Male,Brazil,271003,Video,Music,17034,273,1626,4992,32344,2022-08-16,474973,False,Tablet,Positive,#tech #fitness,0.585363591,2,18933,2,0,1.3866666666666667,Tuesday
12539,57,Female,UK,537140,Reel,Food,3006,1766,1068,6206,65279,2022-09-15,525642,False,Desktop,Negative,#foodie #travel,0.089462155,2,5840,2,0,1.7238888888888888,Thursday
32669,46,Other,USA,909398,Image,Education,19288,132,938,2443,23684,2023-02-18,575120,False,Mobile,Positive,#tech,0.859567641,1,20358,1,0,0.6786111111111112,Saturday
80968,33,Female,Brazil,537239,Video,Education,8505,263,2,2052,11120,2022-08-08,315426,False,Desktop,Neutral,#fun #love,0.788669065,2,8770,2,0,0.57,Monday
30644,60,Female,USA,111320,Image,Lifestyle,9375,366,929,7501,33083,2022-08-24,86273,False,Desktop,Neutral,#tech #foodie #love,0.322522141,3,10670,3,0,2.0836111111111113,Wednesday
38228,18,Other,USA,322172,Text,Lifestyle,16505,2052,1472,4603,71880,2023-02-28,410062,False,Mobile,Positive,#lifestyle #tech #fashion,0.278644964,3,20029,3,0,1.2786111111111111,Tuesday
44521,63,Male,Japan,335077,Video,Fitness,6603,2316,1599,2192,33047,2023-02-17,775269,False,Mobile,Negative,#foodie #fashion #fitness,0.318273973,3,10518,3,0,0.6088888888888889,Friday
36928,25,Other,Japan,217296,Video,Travel,3682,850,1158,5049,51938,2023-01-24,70722,False,Desktop,Neutral,#reels #fun,0.109553699,2,5690,2,0,1.4025,Tuesday
28322,61,Male,Japan,225355,Image,Fitness,13460,2780,1314,2709,54831,2022-12-11,527115,False,Desktop,Positive,#love #fun,0.320147362,2,17554,2,0,0.7525,Sunday
67714,35,Male,UK,817218,Text,Fitness,13559,1729,277,1182,16860,2023-10-12,721685,False,Tablet,Negative,#fun,0.923190985,1,15565,1,0,0.3283333333333333,Thursday
97896,21,Other,Canada,551930,Reel,Travel,10105,1444,175,6041,73681,2023-04-12,447317,False,Tablet,Neutral,#lifestyle #tech,0.115131445,2,11724,2,0,1.6780555555555556,Wednesday
72292,29,Male,Australia,111780,Image,Fashion,14234,1369,1951,2828,64746,2022-07-08,245209,False,Mobile,Positive,#fun #foodie,0.271120996,2,17554,2,0,0.7855555555555556,Friday
39055,14,Male,Germany,962662,Text,Fashion,11889,1948,281,958,18311,2023-09-09,115656,False,Tablet,Positive,#music,0.77101196,1,14118,1,0,0.26611111111111113,Saturday
52891,31,Other,Japan,825705,Text,Tech,1729,2116,1143,7106,24256,2023-01-03,40403,False,Mobile,Positive,#reels #fitness,0.205639842,2,4988,2,0,1.9738888888888888,Tuesday
91912,31,Male,Canada,614249,Image,Fashion,11747,2847,1797,4074,24061,2023-01-20,177643,False,Mobile,Neutral,#tech #reels #foodie,0.681226882,3,16391,3,0,1.1316666666666666,Friday
16588,38,Other,Germany,736984,Video,Food,17502,357,1197,5950,44286,2022-04-08,71207,False,Desktop,Neutral,#reels #fun,0.430293998,2,19056,2,0,1.6527777777777777,Friday
16304,54,Male,USA,591193,Text,Education,2168,1711,1462,2058,18811,2022-09-27,155313,False,Mobile,Neutral,#reels,0.283929616,1,5341,1,0,0.5716666666666667,Tuesday
17345,54,Male,India,730363,Reel,Lifestyle,12413,1409,458,68,91714,2023-10-27,667777,False,Mobile,Positive,#tech #lifestyle,0.15570142,2,14280,2,0,0.01888888888888889,Friday
39300,38,Male,Brazil,353731,Video,Education,14884,324,1653,5823,79146,2022-08-06,1553,False,Mobile,Negative,#love #fitness #fun,0.213036666,3,16861,3,0,1.6175,Saturday
34259,21,Female,Canada,233001,Image,Fitness,12973,750,950,1637,29620,2022-01-21,787309,False,Mobile,Positive,#lifestyle #travel,0.495374747,2,14673,2,0,0.45472222222222225,Friday
98553,29,Other,UAE,457297,Image,Education,7668,255,340,5059,90964,2022-09-29,211747,False,Desktop,Positive,#foodie #travel #lifestyle,0.090838134,3,8263,3,0,1.4052777777777778,Thursday
25352,39,Male,France,610452,Image,Tech,13260,2466,696,5663,89604,2023-12-15,314219,True,Tablet,Positive,#fun #lifestyle #foodie,0.183273068,3,16422,3,0,1.5730555555555557,Friday
43365,59,Female,Canada,507460,Image,Fitness,11308,2258,1778,201,24925,2022-06-09,140931,False,Tablet,Positive,#lifestyle #love,0.61560682,2,15344,2,0,0.05583333333333333,Thursday
29446,14,Male,Japan,984847,Reel,Travel,17434,1497,725,265,72908,2023-05-07,78941,False,Mobile,Positive,#love #foodie,0.261548801,2,19656,2,0,0.07361111111111111,Sunday
12336,48,Female,Japan,996147,Reel,Music,8896,1497,120,6251,37604,2023-03-05,349966,True,Tablet,Neutral,#travel #foodie #reels,0.255265397,3,10513,3,0,1.736388888888889,Sunday
72032,31,Male,Canada,222636,Text,Education,6640,576,574,3125,39338,2023-07-30,669357,False,Tablet,Neutral,#tech,0.198027353,1,7790,1,0,0.8680555555555556,Sunday
85415,29,Male,Brazil,477546,Reel,Fashion,19283,2213,1920,7094,91101,2023-08-19,792114,False,Mobile,Positive,#travel #foodie,0.257033402,2,23416,2,0,1.9705555555555556,Saturday
17521,17,Female,Germany,111116,Image,Music,19591,2261,1684,7505,46983,2023-08-08,795368,False,Mobile,Positive,#love #fashion,0.500947151,2,23536,2,0,2.084722222222222,Tuesday
81707,51,Male,USA,319026,Reel,Travel,13919,2576,1516,6333,30742,2023-07-26,511233,False,Tablet,Neutral,#reels #lifestyle #love,0.585876,3,18011,3,0,1.7591666666666668,Wednesday
33481,30,Other,France,445445,Video,Tech,7674,1871,275,238,72156,2023-10-21,544738,False,Desktop,Neutral,#tech #fitness,0.136094019,2,9820,2,0,0.0661111111111111,Saturday
28474,19,Other,USA,529111,Video,Lifestyle,18392,1152,968,5046,28399,2022-02-16,423058,False,Tablet,Positive,#foodie,0.722278953,1,20512,1,0,1.4016666666666666,Wednesday
56760,29,Female,UK,833996,Text,Food,4721,2050,986,6486,44146,2022-08-11,116806,False,Mobile,Positive,#lifestyle #love #foodie,0.175712409,3,7757,3,0,1.8016666666666667,Thursday
65718,51,Other,Brazil,648155,Image,Fashion,1066,894,28,290,84763,2022-06-07,95636,False,Tablet,Positive,#music #travel,0.02345363,2,1988,2,0,0.08055555555555556,Tuesday
55232,52,Other,UK,625496,Text,Lifestyle,1918,1783,1760,6464,7283,2023-12-23,546346,False,Desktop,Neutral,#travel,0.749828367,1,5461,1,0,1.7955555555555556,Saturday
96544,57,Male,USA,799445,Text,Music,9457,1093,684,1808,59200,2023-06-17,660933,False,Tablet,Neutral,#reels,0.189763514,1,11234,1,0,0.5022222222222222,Saturday
77169,16,Other,USA,427716,Reel,Education,10726,2099,1267,2089,76450,2022-12-17,140560,False,Tablet,Neutral,#fun #reels,0.184329627,2,14092,2,0,0.5802777777777778,Saturday
60669,50,Male,France,558450,Text,Fashion,14282,436,320,954,26452,2022-11-15,238017,False,Mobile,Positive,#lifestyle #fashion,0.568501437,2,15038,2,0,0.265,Tuesday
88021,37,Male,Australia,183748,Image,Fitness,17711,1021,642,5317,62024,2022-08-19,769535,False,Desktop,Positive,#fun #love #foodie,0.312362956,3,19374,3,0,1.4769444444444444,Friday
79184,17,Other,USA,242324,Reel,Food,7448,2141,351,7032,48506,2022-10-25,310353,False,Tablet,Positive,#tech,0.204923102,1,9940,1,0,1.9533333333333334,Tuesday
57945,42,Female,Germany,185261,Video,Education,1142,2634,531,4728,77232,2023-03-21,426025,False,Tablet,Positive,#fitness,0.05576704,1,4307,1,0,1.3133333333333332,Tuesday
23140,24,Male,Germany,868731,Video,Music,19607,2650,1104,1930,55652,2022-04-15,717338,False,Mobile,Neutral,#travel,0.419769281,1,23361,1,0,0.5361111111111111,Friday
93457,16,Male,Canada,320667,Reel,Lifestyle,1415,2133,1316,6989,15644,2023-09-30,590161,False,Mobile,Neutral,#fitness #travel #lifestyle,0.310917924,3,4864,3,0,1.9413888888888888,Saturday
24357,36,Other,France,957315,Text,Fashion,6374,517,293,4080,89775,2022-10-26,277990,False,Desktop,Positive,#tech #fitness,0.080022278,2,7184,2,0,1.1333333333333333,Wednesday
78673,41,Female,France,656459,Text,Education,10105,741,1520,283,59518,2022-03-09,378285,False,Desktop,Positive,#music #fitness,0.050757754,2,12366,2,0,0.07861111111111112,Wednesday
75633,21,Female,Japan,652805,Video,Food,10105,2024,457,806,57273,2023-06-22,567475,False,Desktop,Positive,#love,0.106909015,1,12586,1,0,0.2238888888888889,Thursday
86943,16,Other,USA,255346,Video,Lifestyle,17936,2477,746,6325,90210,2023-11-04,660295,False,Mobile,Positive,#tech #reels,0.23455271,2,21159,2,0,1.7569444444444444,Saturday
22924,36,Other,UAE,431798,Text,Music,9347,2041,732,5130,96325,2023-08-19,361766,False,Mobile,Positive,#tech,0.125824033,1,12120,1,0,1.425,Saturday
79286,26,Other,UK,904342,Image,Fitness,1328,2876,1705,1906,36597,2022-02-10,646245,False,Mobile,Negative,#reels #lifestyle #music,0.161461322,3,5909,3,0,0.5294444444444445,Thursday
84071,17,Other,France,357471,Video,Travel,17413,42,1581,6888,86348,2022-07-19,531202,False,Desktop,Positive,#reels,0.220456756,1,19036,1,0,1.9133333333333333,Tuesday
40651,54,Male,Canada,149647,Video,Tech,19625,1733,1631,2676,74176,2023-01-10,327915,False,Desktop,Neutral,#fun #travel #fashion,0.309925043,3,22989,3,0,0.7433333333333333,Tuesday
80202,31,Male,USA,571939,Video,Travel,12063,1497,1804,7591,25089,2023-02-10,86227,False,Mobile,Positive,#foodie,0.56877516,1,15364,1,0,2.108611111111111,Friday
58777,24,Other,USA,624712,Image,Food,3140,1326,542,3571,81591,2022-08-22,147470,True,Mobile,Positive,#fun #lifestyle #reels,0.061379319,3,5008,3,0,0.9919444444444444,Monday
26994,30,Male,UAE,807259,Video,Music,17265,1205,379,6531,92665,2023-05-23,633282,False,Mobile,Negative,#lifestyle #music #love,0.203410133,3,18849,3,0,1.8141666666666667,Tuesday
